StartDate,EndDate,Status,Progress,Duration_inSeconds_,Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1,Q1_4_TEXT,Q5,Q9_1,Q8,Q10,Q11,Q11_6_TEXT,Q12,Q14,Q15,Q16,Q17_1,Q17_2,Q17_3,Q18,Q19,Q20_1,Q20_2,Q20_3,Q21_1,Q21_2,Q21_3,Q21_4,Q21_5,Q21_6,Q21_7,Q21_8,Q21_9,Q21_10,Q21_11,Q21_12,Q21_13,Q21_14,Q21_15,Q21_16,Q21_17,Q21_18,Q21_19,Q21_20,Q21_21,Q21_22,Q21_23,Q21_24,Q21_25,Q21_26,Q21_27,Q21_28,Q21_29,Q21_30,Q21_31,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,id,clinical,actEng,perAbi,musTra,sinAbi,emo,gen,probeACC,totalBias,resConsis_subj,resConsis_cdf,percResp_1,percResp_2,percResp_3,percResp_4,percResp_5,percResp_6,percResp_7,percResp_8,percResp_9,percResp_10
22-Apr-2021 22:08:31,22-Apr-2021 22:17:18,0,100,527,1,22-Apr-2021 22:17:18,R_22VKAL2SxCrI38k,anonymous,EN,1,,21,4,"It was going too fast I assumed it was music. I also assumed it was music if there were no breaks between sound because people usually pause between words or sentences.",1,1,,2,Creole,English,,100,100,,7,,40,60,,1,3,4,3,5,6,5,4,2,4,4,3,2,3,3,4,2,6,5,6,6,6,2,5,7,3,5,6,5,7,6,3,6,1,4,4,2,2,"voice",40873,0,28,45,27,31,30,70,1,0.473333333333333,0.546666666666667,0.883019077674026,1.13333333333333,1.2,1.4,1.46666666666667,1.4,1.7,1.8,1.6,1.46666666666667,1.56666666666667
22-Apr-2021 23:16:48,22-Apr-2021 23:26:03,0,100,555,1,22-Apr-2021 23:26:04,R_28SD3B6gopBh2Vw,anonymous,EN,1,,20,2,"I listened for patterns in the rhythm of the audio as well as elongated parts of the audio to separate music from speech.",1,1,,2,English,,,100,NaN,,NaN,,100,NaN,,6,7,4,4,7,6,6,7,1,6,3,5,1,2,7,7,2,7,5,6,3,6,2,7,3,5,4,7,5,2,7,5,3,1,1,6,1,3,"voice",38881,0,47,54,26,34,39,91,1,0.59,0.78,0.999999999993206,1,1.03333333333333,1.33333333333333,1.43333333333333,1.76666666666667,1.96666666666667,1.96666666666667,1.86666666666667,1.9,1.63333333333333
22-Apr-2021 23:43:03,22-Apr-2021 23:48:42,0,100,339,1,22-Apr-2021 23:48:43,R_3hycukg2Z52ttrr,anonymous,EN,1,,20,3,"if it had some sort of rhythm it was music and if it didn't it was speech. but it became harder half way. everything just sounded the same",1,4,,1,Spanish,English,,100,100,,5,,50,50,,4,4,2,5,6,6,7,6,3,6,2,6,5,1,2,4,1,5,4,5,6,5,6,6,4,5,4,6,5,4,5,6,2,1,6,5,2,6,"voice",40469,0,35,44,32,38,27,81,0.916666666666667,0.54,0.56,0.929779582615252,1.26666666666667,1.16666666666667,1.43333333333333,1.46666666666667,1.73333333333333,1.7,1.6,1.66666666666667,1.66666666666667,1.7
23-Apr-2021 10:12:23,23-Apr-2021 10:20:18,0,100,474,1,23-Apr-2021 10:20:18,R_z8Sb4RpZjZCiRK9,anonymous,EN,2,,18,2,"beats/pauses",1,1,,2,Mandarin Chinese,English,Spanish,100,95,30,5,17,45,50,5,5,7,4,5,7,7,6,2,1,5,1,7,1,1,5,7,5,6,1,7,4,7,1,7,1,5,5,7,7,5,7,3,5,1,1,5,2,5,"Violin",41063,0,40,60,26,38,36,89,1,0.423333333333333,0.54,0.780319603452014,1.16666666666667,1.4,1.43333333333333,1.4,1.4,1.5,1.5,1.46666666666667,1.4,1.56666666666667
23-Apr-2021 10:56:32,23-Apr-2021 11:14:29,0,100,1076,1,23-Apr-2021 11:14:30,R_2y7LLvI4EU25h7b,anonymous,EN,1,,19,5,"To check whether there is pause, how smooth the voice are.....",1,1,,2,Chinese,English,,90,70,,9,,71,29,,2,4,1,4,5,4,5,3,5,5,4,4,2,2,3,5,3,4,3,5,6,6,2,3,4,4,7,5,5,2,6,1,4,1,1,5,1,2,"",41121,0,22,43,19,30,26,63,1,0.43,0.513333333333333,0.566558407402271,1.56666666666667,1.46666666666667,1.56666666666667,1.63333333333333,1.33333333333333,1.5,1.26666666666667,1.3,1.3,1.36666666666667
23-Apr-2021 13:50:01,23-Apr-2021 13:53:36,0,100,215,1,23-Apr-2021 13:53:36,R_2ya5XOMMIaQ3tFP,anonymous,EN,1,,22,4,"the pace of the sounds mostly",1,1,,1,english,,,100,NaN,,NaN,,100,NaN,,5,2,1,5,3,6,6,3,1,3,3,5,2,5,3,5,5,4,4,5,7,3,5,3,4,5,7,6,6,3,5,1,1,1,1,1,1,2,"",41068,0,25,40,9,30,28,58,1,0.32,0.706666666666667,0.999872519835057,1.46666666666667,1.66666666666667,1.66666666666667,1.56666666666667,1.23333333333333,1.16666666666667,1.2,1.1,1.06666666666667,1.06666666666667
23-Apr-2021 17:37:31,24-Apr-2021 17:45:53,0,100,86902,1,24-Apr-2021 17:45:54,R_yORiQqC0s5Wojkd,anonymous,EN,1,,21,4,"speed and fluctuation",1,1,,1,english,french,,100,70,,10,,100,30,,6,6,4,5,5,6,5,4,2,2,4,5,2,3,4,7,5,5,5,6,3,5,6,6,6,7,7,5,5,3,6,1,3,1,1,1,1,6,"piano",36393,0,41,45,13,25,36,65,1,0.493333333333333,0.506666666666667,0.595857417599686,1.76666666666667,1.66666666666667,1.56666666666667,1.4,1.4,1.53333333333333,1.46666666666667,1.33333333333333,1.4,1.4
25-Apr-2021 02:50:30,25-Apr-2021 02:57:22,0,100,411,1,25-Apr-2021 02:57:22,R_5iiMpJKDDQuUp8Z,anonymous,EN,2,,20,4,"I listened to see if I could hear a beat or musical sequence / tempo. If not, or if the cadence felt like an English / Chinese (the only languages I know) conversation, I assumed it would be speech.",1,3,,2,English,Mandarin,Japanese,100,67,33,1,13,97,21,3,7,7,4,5,5,5,5,5,2,1,2,5,2,4,6,6,5,5,5,5,3,5,3,7,2,6,2,6,6,6,6,6,5,1,1,6,3,3,"Alto Saxophone",40933,0,44,48,31,32,35,89,0.916666666666667,0.456666666666667,0.526666666666667,0.739738523818998,1.46666666666667,1.36666666666667,1.43333333333333,1.56666666666667,1.5,1.33333333333333,1.5,1.3,1.56666666666667,1.53333333333333
25-Apr-2021 18:49:40,25-Apr-2021 18:54:26,0,100,285,1,25-Apr-2021 18:54:26,R_2TC7rlmaSb6cTk0,anonymous,EN,2,,20,5,"I looked for irregularities in the rhythm to identify if it was speech. i looked for a beat to try and identify music",1,4,,1,Italian,English,,100,100,,3,,51,52,,3,5,2,2,2,5,4,3,3,1,4,2,3,7,5,5,5,4,3,2,2,3,6,5,6,5,7,3,2,1,6,1,1,1,1,1,1,4,"voice",40593,0,32,32,7,15,26,41,1,0.48,0.533333333333333,0.810143578505866,1.53333333333333,1.56666666666667,1.36666666666667,1.43333333333333,1.5,1.6,1.46666666666667,1.53333333333333,1.53333333333333,1.26666666666667
25-Apr-2021 19:56:30,25-Apr-2021 20:00:09,0,100,219,1,25-Apr-2021 20:00:10,R_Pwk8BQnd0y9oSY1,anonymous,EN,1,,19,3,"Depending on the fluidity of the sound",1,1,,1,english,,,100,NaN,,NaN,,100,NaN,,6,5,1,1,7,7,7,6,1,6,1,7,1,1,6,7,1,7,7,7,4,7,1,6,1,7,1,7,7,7,7,7,6,1,7,7,4,7,"voice",38993,0,44,63,45,42,40,106,1,0.48,0.466666666666667,0.225341127127143,1.3,1.5,1.33333333333333,1.56666666666667,1.43333333333333,1.53333333333333,1.53333333333333,1.56666666666667,1.6,1.43333333333333
26-Apr-2021 12:13:37,26-Apr-2021 12:18:57,0,100,319,1,26-Apr-2021 12:18:57,R_1jxkB8MbP58uRDs,anonymous,EN,1,,23,4,"I first looked at smoothness vs. bumpiness of the sound (smooth = music, bumpy = speech)
I also tried to hear if there was any rhythm in the sound (rhythm = music)",1,4,,2,English,Chinese,,100,30,,5,,90,8,,4,3,1,1,7,6,7,4,3,5,2,5,2,1,4,5,6,7,4,5,3,7,4,5,3,3,3,3,5,1,5,6,4,1,6,6,2,2,"Flute",41117,0,29,51,36,26,27,76,1,0.513333333333333,0.84,1,1,1,1.06666666666667,1.2,1.56666666666667,1.73333333333333,1.83333333333333,1.9,1.86666666666667,1.96666666666667
26-Apr-2021 15:29:06,26-Apr-2021 15:35:31,0,100,384,1,26-Apr-2021 15:35:31,R_2y8jZOPbKybq1bY,anonymous,EN,1,,21,5,"some were too fast or too slow to be speech so I put them in music. A lot of them were guesses.",1,1,,1,Hebrew,English,,65,100,,7,,15,85,,1,5,1,1,1,3,1,4,2,1,2,4,4,6,5,6,3,2,2,4,5,3,7,5,5,5,6,5,3,2,6,1,1,1,1,1,1,4,"",36418,0,29,29,9,16,29,40,1,0.54,0.533333333333333,0.793768816497372,1.26666666666667,1.5,1.66666666666667,1.63333333333333,1.5,1.66666666666667,1.76666666666667,1.66666666666667,1.3,1.43333333333333
26-Apr-2021 15:44:55,26-Apr-2021 15:50:04,0,100,309,1,26-Apr-2021 15:50:05,R_SBmzu0X0Vuk33jz,anonymous,EN,2,,19,3,"How choppy the sounds was vs how smooth the sound was",1,1,,2,English,Chinese,,100,10,,14,,100,4,,6,5,1,6,7,6,6,6,1,5,5,5,4,2,5,5,2,2,5,5,5,6,2,7,6,5,4,5,5,5,6,5,2,1,1,1,1,5,"Guitar",41018,0,39,44,20,35,33,83,1,0.63,0.78,0.999999999888396,1.03333333333333,1.23333333333333,1.33333333333333,1.4,1.63333333333333,1.8,1.96666666666667,1.96666666666667,1.96666666666667,1.96666666666667
26-Apr-2021 16:14:38,26-Apr-2021 16:20:47,0,100,368,1,26-Apr-2021 16:20:47,R_6JMc9RryA2AcJJT,anonymous,EN,1,,18,5,"this was confusing and long and i'm not quite sure what the point of it was",1,1,,2,english,chinese,~spanish,95,80,30,4,8,100,70,5,5,3,4,2,3,5,6,5,3,5,3,5,3,3,3,6,5,5,3,5,5,5,5,3,6,3,3,5,5,2,5,6,5,1,2,6,3,3,"piano/ clarinet",40862,0,32,39,32,25,27,73,1,0.683333333333333,0.593333333333333,0.766052376169624,1.4,1.26666666666667,1.7,1.73333333333333,1.96666666666667,1.83333333333333,1.83333333333333,1.8,1.56666666666667,1.73333333333333
26-Apr-2021 22:38:34,26-Apr-2021 22:44:30,0,100,355,1,26-Apr-2021 22:44:31,R_3CU9mshjD59nrvQ,anonymous,EN,2,,18,2,"I usually judged more rhythmic sounds that seemed to incorporate patterns as music, and whatever I thought sounded human-like in speed or inflections as speech.",1,2,,2,English,Japanese,,97,83,,2,,90,10,,6,5,3,5,5,6,5,7,2,5,4,5,3,3,5,5,4,5,4,6,6,5,3,5,4,6,5,6,5,4,6,5,3,1,3,5,1,4,"Piano",41155,0,39,46,25,32,32,78,1,0.566666666666667,0.613333333333333,0.996002763175785,1.1,1.36666666666667,1.56666666666667,1.66666666666667,1.66666666666667,1.76666666666667,1.7,1.63333333333333,1.63333333333333,1.56666666666667
27-Apr-2021 19:24:05,27-Apr-2021 19:30:08,0,100,363,1,27-Apr-2021 19:30:09,R_32Y1ggzJcctZkqu,anonymous,EN,1,,18,4,"I categorized the audio that had an irregular beat as music and the audio that had a somewhat regular beat as speech.",1,2,,3,English,Gujurati,Spanish,100,100,70,3,12,75,20,5,3,2,1,1,4,5,5,4,2,3,4,3,3,4,4,5,4,6,4,5,4,4,4,7,4,5,5,6,4,2,7,5,4,1,1,5,1,3,"violin",40685,0,33,40,23,23,29,64,1,0.483333333333333,0.833333333333333,1,1,1,1,1.13333333333333,1.56666666666667,1.53333333333333,1.76666666666667,1.93333333333333,2,1.9
27-Apr-2021 20:28:13,27-Apr-2021 20:35:00,0,100,406,1,27-Apr-2021 20:35:01,R_1NgAd4uUoz58HGX,anonymous,EN,1,,18,4,"If I thought it sounded like it had melody or rhythm, I judged it as music.",1,1,,2,English,,,100,NaN,,NaN,,100,NaN,,2,5,3,5,3,6,4,5,1,4,5,5,1,4,2,7,2,5,4,6,7,5,3,5,2,3,7,5,5,3,7,4,3,1,1,1,1,7,"voice",40123,0,31,42,15,33,36,69,1,0.553333333333333,0.506666666666667,0.541907836290571,1.2,1.5,1.63333333333333,1.63333333333333,1.76666666666667,1.7,1.63333333333333,1.63333333333333,1.56666666666667,1.26666666666667
27-Apr-2021 20:33:44,27-Apr-2021 20:38:20,0,100,275,1,27-Apr-2021 20:38:20,R_Os508o2tWR4DSKd,anonymous,EN,1,,20,4,"I listened for patterns or fast beats",1,1,,2,English,Korean,,100,90,,1,,100,100,,5,6,3,5,5,7,6,4,3,4,2,6,2,6,7,7,4,6,5,5,4,6,6,5,7,4,7,6,5,3,5,5,5,1,1,5,2,3,"Violin",38041,0,38,48,21,28,33,73,1,0.476666666666667,0.66,0.999969521516342,1.23333333333333,1.46666666666667,1.66666666666667,1.8,1.6,1.7,1.46666666666667,1.36666666666667,1.3,1.16666666666667
27-Apr-2021 21:34:14,27-Apr-2021 21:36:53,0,100,158,1,27-Apr-2021 21:36:53,R_emTCxtI59DYN90R,anonymous,EN,2,,21,1,"Depending on how annoying or peaceful the sound sounded",1,2,,3,English,,,100,NaN,,NaN,,NaN,NaN,,5,7,3,7,5,5,5,4,1,4,4,4,5,1,5,5,5,5,5,4,4,6,4,6,2,6,2,4,4,5,5,4,3,1,5,4,1,5,"Violin",40344,0,37,42,30,34,33,82,1,0.98,0.96,0.537743660287488,1.96666666666667,1.96666666666667,1.93333333333333,2,2,2,2,1.96666666666667,1.96666666666667,2
27-Apr-2021 23:38:27,27-Apr-2021 23:42:16,0,100,229,1,27-Apr-2021 23:42:17,R_OGUEoFUNQvLWQbT,anonymous,EN,1,,20,4,"If it sounded smooth/continuous I would say music, if it was a more choppy sound I'd say speech.",1,4,,1,English,Tagalog,,100,50,,0,,100,10,,3,5,1,1,5,7,7,5,3,6,6,3,3,7,1,7,5,2,1,1,7,2,3,2,2,3,7,5,5,3,7,4,3,1,2,6,2,6,"Piano",41154,0,25,34,19,31,26,55,1,0.506666666666667,0.8,0.999999999999993,1.03333333333333,1,1.13333333333333,1.23333333333333,1.46666666666667,1.83333333333333,1.83333333333333,1.76666666666667,1.76666666666667,2
28-Apr-2021 00:15:57,28-Apr-2021 00:19:44,0,100,226,1,28-Apr-2021 00:19:44,R_PLOz9BTNbKpQSlj,anonymous,EN,2,,20,4,"I was listening for a beat or something that sounded like a rhythm.",1,4,,1,English,Chinese,,100,65,,8,,95,5,,6,7,7,2,6,6,7,3,1,4,2,7,1,3,7,7,6,7,7,7,2,7,4,7,6,6,3,7,6,2,7,6,5,1,7,6,2,7,"Piano",41161,0,51,56,36,25,42,91,1,0.493333333333333,0.533333333333333,0.81483761589819,1.53333333333333,1.53333333333333,1.56666666666667,1.63333333333333,1.43333333333333,1.46666666666667,1.4,1.5,1.36666666666667,1.5
28-Apr-2021 02:25:25,28-Apr-2021 02:49:55,0,100,1470,1,28-Apr-2021 02:49:55,R_2OYBRhRfRcbDnJb,anonymous,EN,2,,19,4,"If the sound sounded like it was talking or was sporadic I thought it was a speech if it was smooth I thought it was music",1,4,,2,English,Korean,,100,45,,3,,90,10,,5,6,4,6,6,6,3,6,2,4,5,5,3,4,7,7,4,4,5,6,5,6,5,6,2,4,4,6,5,4,6,5,5,1,2,5,1,5,"Guitar",40854,0,43,42,26,32,36,82,1,0.703333333333333,0.66,0.97834402959445,1.23333333333333,1.23333333333333,1.73333333333333,1.66666666666667,1.8,1.83333333333333,1.86666666666667,1.83333333333333,1.9,1.93333333333333
28-Apr-2021 06:53:21,28-Apr-2021 07:02:20,0,100,538,1,28-Apr-2021 07:02:20,R_3efYy3kh3G4yjpF,anonymous,EN,2,,23,3,"Music has specific notes or certain beat that makes some pauses, but speaking has a random pauses depends on what it might saying.",1,1,,1,Korean,English,German,95,90,15,11,21,50,49,1,5,3,4,5,7,5,6,2,1,5,2,7,1,2,6,7,3,6,5,7,1,6,1,5,2,6,3,4,5,2,7,5,4,4,3,6,2,4,"was cello but voice now",41111,0,41,57,31,34,36,93,1,0.446666666666667,0.6,0.991797923381791,1.03333333333333,1.06666666666667,1.26666666666667,1.46666666666667,1.46666666666667,1.76666666666667,1.66666666666667,1.66666666666667,1.63333333333333,1.43333333333333
28-Apr-2021 10:41:56,28-Apr-2021 10:50:08,0,100,491,1,28-Apr-2021 10:50:08,R_OjvQ76ImlaZdIm5,anonymous,EN,2,,19,5,"pace of the sounds",1,4,,1,English,French,Hebrew,100,50,20,13,17,100,0,10,2,6,1,2,5,5,5,3,3,2,5,2,3,6,2,5,6,5,2,5,7,5,5,3,6,5,7,4,3,2,6,5,3,1,1,5,3,6,"Clarinet",40430,0,23,38,20,18,29,45,0.916666666666667,0.733333333333333,0.666666666666667,0.938638799511205,1.36666666666667,1.5,1.83333333333333,1.96666666666667,1.93333333333333,1.93333333333333,1.83333333333333,1.76666666666667,1.66666666666667,1.53333333333333
28-Apr-2021 12:34:16,28-Apr-2021 12:39:55,0,100,338,1,28-Apr-2021 12:39:55,R_2S8q2pymPuNEyGD,anonymous,EN,1,,20,5,"Its pace and whether it has a rhythm.",1,2,,2,Chinese,English,,100,75,,7,,70,30,,6,6,2,6,6,6,6,3,1,7,2,6,1,1,5,6,1,6,6,6,3,6,1,6,1,6,4,6,6,4,6,7,5,3,1,7,2,4,"Piano",37991,0,40,56,33,43,37,102,1,0.503333333333333,0.566666666666667,0.956914652412184,1.06666666666667,1.1,1.46666666666667,1.46666666666667,1.73333333333333,1.73333333333333,1.7,1.7,1.56666666666667,1.5
28-Apr-2021 18:29:07,28-Apr-2021 18:40:59,0,100,712,1,28-Apr-2021 18:40:59,R_2CWJgu4QT6v3I41,anonymous,EN,1,,18,2,"",1,2,,2,Spanish,English,,83,90,,5,8,74,85,,3,5,1,7,5,6,5,3,2,3,4,5,5,5,3,6,5,5,5,5,6,2,6,2,6,2,6,5,5,3,6,1,1,1,1,2,1,3,"clarinet",40940,0,23,34,11,28,33,54,1,0.446666666666667,0.533333333333333,0.775933573996791,1.36666666666667,1.5,1.43333333333333,1.36666666666667,1.43333333333333,1.36666666666667,1.63333333333333,1.26666666666667,1.63333333333333,1.46666666666667
28-Apr-2021 22:11:00,28-Apr-2021 22:15:26,0,100,266,1,28-Apr-2021 22:15:26,R_RfvrBI0p9KzQQNP,anonymous,EN,1,,19,4,"speech - more choppy and haphazard
music - smoother",1,1,,1,english,,,NaN,NaN,,NaN,,NaN,NaN,,4,7,5,5,7,6,7,7,1,6,1,7,1,2,7,7,2,5,7,7,1,7,1,7,3,7,5,7,7,4,7,6,5,1,6,6,4,5,"voice",40729,0,50,60,36,40,42,104,1,0.5,0.48,0.341615880052048,1.4,1.53333333333333,1.6,1.5,1.5,1.56666666666667,1.36666666666667,1.46666666666667,1.56666666666667,1.5
28-Apr-2021 22:49:33,28-Apr-2021 22:56:51,0,100,438,1,28-Apr-2021 22:56:51,R_07Eh5icnSTX0ZYB,anonymous,EN,1,,20,4,"I honestly tried listening for anything that sounded musical, like the way the sound flowed or if there were any type of beats",1,2,,1,English,Korean,Japanese,100,40,30,12,19,100,30,15,5,4,1,2,7,5,5,5,2,7,5,5,3,3,5,6,1,4,5,5,3,5,3,5,5,6,4,5,5,4,5,7,3,1,1,1,1,4,"Voice",40872,0,36,45,22,33,31,80,1,0.46,0.453333333333333,0.127146238814361,1.33333333333333,1.53333333333333,1.46666666666667,1.4,1.43333333333333,1.63333333333333,1.46666666666667,1.53333333333333,1.4,1.4
29-Apr-2021 02:48:30,29-Apr-2021 02:57:05,0,100,515,1,29-Apr-2021 02:57:05,R_1Kx7zz5wPlU8w3W,anonymous,EN,2,,19,3,"Music: The rhythm is in a pattern. The sound is continuous.",1,1,,2,Mandarin,English,,100,80,,6,,95,60,,7,6,6,6,6,4,5,6,2,5,3,5,3,4,7,7,4,6,5,7,1,6,2,7,3,5,4,7,5,4,7,1,3,2,1,2,1,7,"Voice",41175,0,56,48,16,34,38,86,1,0.623333333333333,0.593333333333333,0.948441601682935,1.26666666666667,1.46666666666667,1.73333333333333,1.66666666666667,1.73333333333333,1.73333333333333,1.8,1.66666666666667,1.6,1.56666666666667
