StartDate,EndDate,Status,Progress,Duration_inSeconds_,Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1,Q1_4_TEXT,Q5,Q9_1,Q8,Q8_2,Q10,Q11,Q11_6_TEXT,Q12,Q14,Q15,Q16,Q17_1,Q17_2,Q17_3,Q18,Q19,Q20_1,Q20_2,Q20_3,Q21_1,Q21_2,Q21_3,Q21_4,Q21_5,Q21_6,Q21_7,Q21_8,Q21_9,Q21_10,Q21_11,Q21_12,Q21_13,Q21_14,Q21_15,Q21_16,Q21_17,Q21_18,Q21_19,Q21_20,Q21_21,Q21_22,Q21_23,Q21_24,Q21_25,Q21_26,Q21_27,Q21_28,Q21_29,Q21_30,Q21_31,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,id,clinical,actEng,perAbi,musTra,sinAbi,emo,gen,probeACC,totalBias,totalBiasM,totalBiasS,resConsis_subj,resConsis_cdf,percResp_Music_1,percResp_Music_2,percResp_Music_3,percResp_Music_4,percResp_Music_5,percResp_Speech_1,percResp_Speech_2,percResp_Speech_3,percResp_Speech_4,percResp_Speech_5
30-Sep-2021 12:15:51,30-Sep-2021 12:22:53,0,100,422,1,30-Sep-2021 12:22:54,R_1d4UbAPv8O9LjLJ,anonymous,EN,1,,18,4,"The patterns of the sound, and if there were abnormal or unusual amounts of breaking or staccato between sounds, or if there appeared to be pattern or rhythm to the breaks.","If it seemed to follow the flow of what I know speech to sound like. If there was a lot of breaking, or it didn't sound like talking cadence, I guessed that it wasn't speech. If there seemed to be a cadence in the breaking or sound, I guessed that it was speech.",1,1,,2,English,N/A,N/A,100,NaN,,NaN,,100,NaN,,5,5,3,4,5,6,7,4,1,5,3,5,3,2,6,5,4,6,4,7,6,5,5,5,5,6,3,6,4,3,7,7,4,1,7,7,1,2,"Piano",41420,0,34,46,37,30,35,81,1,0.4,0.373333333333333,0.373333333333333,0.733333333333333,0.999999972045038,1.33333333333333,1.33333333333333,1.5,1.3,1.4,1.3,1.33333333333333,1.56666666666667,1.5,1.43333333333333
30-Sep-2021 13:32:35,30-Sep-2021 13:35:11,0,100,155,1,30-Sep-2021 13:35:11,R_3k6w3gPLbYBRUM1,anonymous,EN,2,,19,4,"if it had a pattern or rhythm to it","This was more confusing but i tried to see if i could make out words",1,1,,2,English,,,100,NaN,,NaN,,100,NaN,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,"drums",41671,0,21,30,19,22,16,55,1,0.5,0.486666666666667,0.486666666666667,0.52,0.716112256162336,1.53333333333333,1.56666666666667,1.56666666666667,1.33333333333333,1.43333333333333,1.46666666666667,1.56666666666667,1.36666666666667,1.7,1.46666666666667
30-Sep-2021 13:34:13,30-Sep-2021 13:42:45,0,100,512,1,30-Sep-2021 13:42:45,R_shFI3ulxdh1M8h3,anonymous,EN,1,,21,4,"some type of changes in loud and softness","if the sound had a rhythm to it like normal talking",1,1,,1,chinese,English,,100,100,,3,,71,82,,4,6,3,2,4,6,3,5,2,4,2,5,2,4,3,5,3,5,5,6,5,5,5,4,7,4,5,5,4,3,5,5,5,2,4,6,2,4,"clarinet",41452,0,33,44,29,22,33,65,1,0.506666666666667,0.54,0.54,0.586666666666667,0.986347933118292,1.36666666666667,1.7,1.56666666666667,1.56666666666667,1.5,1.33333333333333,1.56666666666667,1.4,1.56666666666667,1.5
30-Sep-2021 18:00:15,30-Sep-2021 18:04:09,0,100,233,1,30-Sep-2021 18:04:09,R_2wcVuAnfLPtdOdm,anonymous,EN,1,,18,4,"","",1,2,,2,Chinese,English,,91,31,,6,,NaN,NaN,,4,3,4,2,4,3,6,6,6,6,6,5,6,6,5,5,5,5,6,6,6,5,3,5,5,5,3,5,4,4,6,7,4,4,2,6,2,3,"flute",41941,0,38,36,28,28,28,78,0.916666666666667,0.423333333333333,0.38,0.38,0.566666666666667,0.923437010565857,1.23333333333333,1.36666666666667,1.26666666666667,1.53333333333333,1.5,1.4,1.43333333333333,1.56666666666667,1.46666666666667,1.46666666666667
30-Sep-2021 20:29:28,30-Sep-2021 20:34:43,0,100,315,1,30-Sep-2021 20:34:44,R_3Ebcfq9zlWKbmhN,anonymous,EN,1,,20,4,"Whether or not the excerpt has an identifiable rhythm","Whether or not the excerpt has a tone that is close to speech",1,4,,1,Chinese,English,,100,71,,6,,30,71,,6,5,2,1,6,6,7,6,1,7,1,3,1,3,7,7,1,7,6,6,2,7,1,5,2,5,2,3,6,5,7,5,4,4,4,6,2,6,"Piano",41434,0,45,55,32,39,38,92,1,0.593333333333333,0.586666666666667,0.586666666666667,0.56,0.869851186123395,1.76666666666667,1.73333333333333,1.4,1.63333333333333,1.4,1.33333333333333,1.53333333333333,1.7,1.7,1.73333333333333
30-Sep-2021 21:44:06,30-Sep-2021 21:51:40,0,100,453,1,30-Sep-2021 21:51:40,R_Q4WuaHnXnAQUjAJ,anonymous,EN,2,,21,4,"I think the excerpt as music should be more smooth and have variation in tone.","I think the excerpt as speech should be choppy",1,1,,2,Mandarin,English,,100,80,,5,,61,42,,5,4,2,4,4,5,4,4,3,2,5,4,4,5,4,5,5,5,4,4,4,3,4,4,3,4,3,4,4,3,4,5,4,3,1,5,1,2,"drum",38027,0,32,36,24,25,26,67,1,0.403333333333333,0.42,0.42,0.5,0.353052975961598,1.43333333333333,1.3,1.46666666666667,1.43333333333333,1.46666666666667,1.43333333333333,1.33333333333333,1.3,1.4,1.46666666666667
01-Oct-2021 05:43:41,01-Oct-2021 05:49:15,0,100,334,1,01-Oct-2021 05:49:15,R_2OT0XqsiSVA47Bc,anonymous,EN,1,,18,4,"I listened to check if there were frequent wavelengths between static or if there was some type of pattern in the static.","I listened if I could hear a change in volume or frequency that could mimic words.",1,1,,2,English,,,100,NaN,,NaN,,100,NaN,,7,5,7,3,1,7,7,7,1,1,1,5,1,2,7,7,5,2,5,5,2,1,7,7,7,6,2,7,7,6,7,6,6,1,6,6,4,7,"Viola",41811,0,56,37,40,28,36,89,1,0.58,0.58,0.58,0.48,0.235098196206531,1.53333333333333,1.5,1.66666666666667,1.66666666666667,1.53333333333333,1.56666666666667,1.66666666666667,1.66666666666667,1.46666666666667,1.53333333333333
01-Oct-2021 10:35:44,01-Oct-2021 10:41:03,0,100,319,1,01-Oct-2021 10:41:04,R_2BsPnUQcjdpbyNy,anonymous,EN,1,,18,4,"the rhythm of it, according to my past experience in music.","the breathing, gap of a sentence.",1,2,,1,Chinese,English,,100,97,,3,,100,62,,4,5,5,5,7,3,7,7,2,7,1,6,2,1,4,6,2,6,6,6,2,6,2,7,2,4,4,5,5,5,7,5,7,4,2,5,3,2,"voice",41918,0,44,51,33,41,36,100,1,0.566666666666667,0.466666666666667,0.466666666666667,0.52,0.638057853074098,1.43333333333333,1.43333333333333,1.53333333333333,1.53333333333333,1.4,1.63333333333333,1.73333333333333,1.6,1.63333333333333,1.73333333333333
01-Oct-2021 16:16:55,01-Oct-2021 16:20:38,0,100,222,1,01-Oct-2021 16:20:38,R_01TkmLhIKqvNWk9,anonymous,EN,1,,18,4,"rhythm","fluence",1,2,,1,Chinese,English,,92,49,,8,,80,71,,6,5,4,5,5,5,5,6,5,6,5,4,5,5,5,6,5,4,5,5,5,4,5,6,5,6,6,5,5,6,3,7,5,1,4,7,3,4,"piano",41506,0,40,37,31,33,27,80,0.916666666666667,0.45,0.453333333333333,0.453333333333333,0.513333333333333,0.612327298137803,1.36666666666667,1.53333333333333,1.6,1.3,1.46666666666667,1.4,1.5,1.43333333333333,1.53333333333333,1.36666666666667
01-Oct-2021 20:33:18,01-Oct-2021 20:38:28,0,100,309,1,01-Oct-2021 20:38:28,R_3EjccPFNGbnyOPp,anonymous,EN,1,,19,4,"Rhythm","Length of a sentence that people usually speak or stop",1,2,,2,Chinese,English,French,93,86,13,4,16,77,77,1,5,5,3,2,4,5,5,5,2,6,4,5,2,5,5,5,2,5,4,5,2,4,3,6,5,4,5,4,3,3,5,3,5,2,2,6,2,2,"Piano or Chinese lute",41844,0,38,42,24,28,30,74,1,0.543333333333333,0.526666666666667,0.526666666666667,0.526666666666667,0.739738523818998,1.56666666666667,1.56666666666667,1.4,1.53333333333333,1.56666666666667,1.46666666666667,1.66666666666667,1.63333333333333,1.53333333333333,1.5
01-Oct-2021 22:33:00,01-Oct-2021 22:38:46,0,100,345,1,01-Oct-2021 22:38:46,R_3R9Jl4R535MtewM,anonymous,EN,1,,20,4,"the lack of breaks between sounds","the breaks between sounds",1,2,,2,english,,,100,NaN,,NaN,,100,NaN,,5,6,3,5,5,5,5,5,2,2,2,3,2,3,3,5,5,5,3,5,5,5,5,3,6,3,4,2,5,4,6,4,2,2,4,5,2,2,"flute",41917,0,28,41,26,26,31,62,0.916666666666667,0.466666666666667,0.453333333333333,0.453333333333333,0.506666666666667,0.575462109878496,1.43333333333333,1.56666666666667,1.46666666666667,1.5,1.3,1.3,1.53333333333333,1.4,1.6,1.56666666666667
02-Oct-2021 00:17:40,02-Oct-2021 00:28:11,0,100,631,1,02-Oct-2021 00:28:11,R_1pSXbTfOw2H3kjP,anonymous,EN,1,,20,4,"It's hard to distinguish the music excerpt with noises; the trials make the experiment a little bit more tiring.","Same as above",1,1,,2,Chinese,English,,100,75,,6,,80,20,,5,5,1,3,5,7,7,5,1,5,2,4,5,2,7,7,5,2,3,7,7,7,1,7,3,6,4,7,7,3,7,6,5,3,2,6,1,7,"voice",38374,0,43,47,30,33,36,86,1,0.586666666666667,0.52,0.52,0.573333333333333,0.934834043612137,1.56666666666667,1.66666666666667,1.56666666666667,1.46666666666667,1.33333333333333,1.53333333333333,1.8,1.73333333333333,1.5,1.7
02-Oct-2021 12:33:27,02-Oct-2021 12:38:05,0,100,278,1,02-Oct-2021 12:38:06,R_1guvIQifdMrD26A,anonymous,EN,2,,19,3,"If it sounded like there was a pattern or rhythmic sound in the static","If it had natural pauses and sounded like how one would when communicating",1,2,,1,English,Urdu,Punjabi,100,92,49,3,13,81,80,19,7,7,5,6,7,7,7,7,1,7,1,7,1,1,7,7,1,7,7,7,2,7,1,6,3,7,1,7,7,7,7,6,7,3,4,5,4,6,"Piano",41894,0,54,63,40,46,42,116,1,0.67,0.64,0.64,0.473333333333333,0.0230402895868096,1.56666666666667,1.73333333333333,1.66666666666667,1.7,1.53333333333333,1.56666666666667,1.63333333333333,1.76666666666667,1.73333333333333,1.8
02-Oct-2021 13:13:51,02-Oct-2021 13:21:43,0,100,472,1,02-Oct-2021 13:21:43,R_2aS4QvgEmiCh7LO,anonymous,EN,1,,18,4,"If it sounded like it could be a meoldy","If it sounded like there was pauses between the static noises",1,1,,1,English,Spanish,,100,70,,2,,80,20,,5,5,4,1,5,5,1,3,2,1,4,3,3,4,3,5,4,4,3,5,3,5,5,5,7,4,7,5,2,1,5,1,1,1,1,2,1,6,"Violin",41797,0,37,38,11,11,29,44,0.916666666666667,0.54,0.52,0.52,0.506666666666667,0.566042703952991,1.56666666666667,1.5,1.66666666666667,1.5,1.36666666666667,1.46666666666667,1.53333333333333,1.5,1.7,1.6
02-Oct-2021 15:07:31,02-Oct-2021 15:13:19,0,100,348,1,02-Oct-2021 15:13:19,R_2c14ccfinNkhrze,anonymous,EN,1,,19,4,"I listened to find a beat.","I listened to the pauses.",1,2,,2,English,,,100,NaN,,NaN,,100,NaN,,2,5,1,4,4,5,3,2,4,3,6,3,3,3,3,6,3,3,3,3,5,3,5,2,7,3,7,4,5,3,7,1,1,1,1,1,1,3,"voice",41487,0,21,31,11,24,28,47,1,0.506666666666667,0.506666666666667,0.506666666666667,0.546666666666667,0.889316549946638,1.46666666666667,1.66666666666667,1.53333333333333,1.5,1.36666666666667,1.46666666666667,1.56666666666667,1.56666666666667,1.46666666666667,1.46666666666667
02-Oct-2021 15:40:07,02-Oct-2021 15:47:24,0,100,436,1,02-Oct-2021 15:47:24,R_21grb7xvNApJdYf,anonymous,EN,1,,19,3,"The pauses between high and low frequency","Pause duration between high and low",1,1,,1,Portuguese,English,,100,100,,3,,90,85,,3,6,1,2,6,5,3,4,2,1,5,4,4,6,2,6,5,3,5,5,4,3,3,6,6,4,7,6,4,2,7,5,4,1,5,5,1,4,"Violin",40461,0,31,37,23,17,35,54,1,0.49,0.506666666666667,0.506666666666667,0.7,0.999999774388687,1.33333333333333,1.66666666666667,1.43333333333333,1.63333333333333,1.46666666666667,1.43333333333333,1.63333333333333,1.4,1.5,1.4
02-Oct-2021 15:54:19,02-Oct-2021 15:56:10,0,100,111,1,02-Oct-2021 15:56:11,R_3fBIMZawCKTu3K5,anonymous,EN,2,,20,5,"Rhythm","Rhythm again",1,1,,2,Mandarin,English,,99,100,,8,,50,50,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,2,4,3,3,3,"piano",41498,0,48,45,18,37,36,84,1,0.466666666666667,0.473333333333333,0.473333333333333,0.586666666666667,0.984416912093542,1.53333333333333,1.5,1.23333333333333,1.63333333333333,1.46666666666667,1.43333333333333,1.56666666666667,1.43333333333333,1.5,1.36666666666667
02-Oct-2021 16:10:15,02-Oct-2021 16:16:20,0,100,365,1,02-Oct-2021 16:16:21,R_DMPlRje3ysKEEb7,anonymous,EN,2,,19,4,"Listening for a semblance of a melody. Something that flowed well.","Trying to identify patterns. I don't think speech is as ""flowy"" as music. So I was looking for something that sounded cohesive yet not perfect",1,4,,2,English,n/a,n/a,100,NaN,,0,0,100,NaN,,5,3,3,2,5,7,5,7,2,1,6,5,2,3,5,7,5,7,7,7,5,5,3,7,5,5,3,7,3,2,7,6,4,1,2,6,1,6,"Piano",41875,0,44,47,29,19,37,75,1,0.443333333333333,0.413333333333333,0.413333333333333,0.566666666666667,0.940525212386027,1.46666666666667,1.36666666666667,1.4,1.4,1.43333333333333,1.4,1.46666666666667,1.53333333333333,1.43333333333333,1.53333333333333
02-Oct-2021 16:12:17,02-Oct-2021 16:17:21,0,100,303,1,02-Oct-2021 16:17:21,R_25Qt3lgHyNH2CUE,anonymous,EN,3,,19,5,"By feeling","By feeling",1,1,,3,Chinese,English,,100,65,,6,,90,40,,4,2,3,5,6,4,6,4,3,4,4,4,3,4,4,3,3,4,4,3,4,5,4,4,3,4,6,4,4,4,4,2,1,4,1,4,1,5,"voice",41724,0,36,40,15,33,21,66,1,0.516666666666667,0.54,0.54,0.606666666666667,0.996431627669619,1.56666666666667,1.66666666666667,1.43333333333333,1.5,1.53333333333333,1.33333333333333,1.53333333333333,1.53333333333333,1.5,1.56666666666667
02-Oct-2021 18:39:31,02-Oct-2021 18:45:02,0,100,331,1,02-Oct-2021 18:45:03,R_3pl6AcllvKjWYdb,anonymous,EN,1,,20,4,"continuity of sound","gaps between sound",1,1,,3,English,,,92,NaN,,NaN,,100,NaN,,4,5,1,2,5,5,1,5,1,5,4,5,4,4,5,6,5,5,4,6,5,5,5,5,6,5,5,5,5,2,6,6,2,1,1,1,1,6,"Violin",39916,0,35,41,18,20,34,61,1,0.46,0.446666666666667,0.446666666666667,0.52,0.688934221018435,1.63333333333333,1.46666666666667,1.36666666666667,1.46666666666667,1.3,1.43333333333333,1.6,1.46666666666667,1.53333333333333,1.33333333333333
02-Oct-2021 20:02:42,02-Oct-2021 20:07:41,0,100,298,1,02-Oct-2021 20:07:41,R_3iQdXpcLEKjJKaZ,anonymous,EN,1,,19,4,"Any pattern or changes in tone.","Any changes in tone.",1,2,,2,Spanish,English,French,100,95,50,6,13,50,40,10,6,7,2,5,6,6,1,6,1,2,3,2,1,2,6,7,7,5,7,7,1,7,4,7,4,5,2,2,7,7,7,6,1,1,6,4,2,6,"Drums.",41787,0,43,47,31,27,42,75,1,0.513333333333333,0.52,0.52,0.52,0.713149244260649,1.36666666666667,1.6,1.5,1.6,1.53333333333333,1.26666666666667,1.66666666666667,1.6,1.46666666666667,1.53333333333333
02-Oct-2021 20:18:05,02-Oct-2021 20:25:17,0,100,431,1,02-Oct-2021 20:25:18,R_DDlAvERsPdcTH2x,anonymous,EN,1,,19,5,"If the excerpt is fluent.","There are pauses and ups and downs.",1,2,,3,Chinese,English,,100,70,,10,,60,40,,4,4,1,4,5,3,1,5,5,5,2,4,3,7,5,5,4,4,5,6,4,5,4,4,3,4,6,5,4,3,6,1,1,1,1,1,1,2,"",41843,0,31,40,8,26,29,56,1,0.483333333333333,0.493333333333333,0.493333333333333,0.7,0.99999976401872,1.4,1.56666666666667,1.66666666666667,1.4,1.43333333333333,1.23333333333333,1.2,1.5,1.66666666666667,1.76666666666667
02-Oct-2021 21:11:47,02-Oct-2021 21:18:10,0,100,382,1,02-Oct-2021 21:18:10,R_urWT1fqt6r6bzGh,anonymous,EN,2,,18,4,"changes in dynamics, not smooth","not smooth, large variance in the up/down pattern of the static",1,4,,2,cantonese,english,mandarin,100,100,73,4,4,25,70,5,6,4,2,5,6,7,6,3,3,6,2,7,1,1,4,7,3,7,6,6,6,7,1,5,6,6,1,5,6,3,7,7,5,1,7,7,2,3,"piano",41491,0,31,60,42,33,35,95,1,0.486666666666667,0.466666666666667,0.466666666666667,0.613333333333333,0.997886172190387,1.46666666666667,1.53333333333333,1.43333333333333,1.56666666666667,1.33333333333333,1.36666666666667,1.7,1.46666666666667,1.56666666666667,1.43333333333333
02-Oct-2021 22:34:22,02-Oct-2021 22:42:56,0,100,514,1,02-Oct-2021 22:42:56,R_1obg6hFBCpHPVr7,anonymous,EN,1,,19,5,"I was trying to hear a melody, tune, or beat, but they all sounded the same to me.","I was trying to find anything that reminded me of voices or speech but I could not tell the difference between any of the noises I heard.",1,1,,1,Estonian,English,-,100,85,,7,,80,100,,2,1,1,1,7,7,1,4,2,2,7,4,2,7,5,7,4,5,5,4,4,5,2,3,7,5,7,4,7,1,5,1,1,3,1,1,1,3,"",41535,0,29,46,7,17,28,47,0.916666666666667,0.456666666666667,0.386666666666667,0.386666666666667,0.566666666666667,0.947866404206146,1.4,1.56666666666667,1.26666666666667,1.33333333333333,1.36666666666667,1.53333333333333,1.5,1.36666666666667,1.63333333333333,1.6
02-Oct-2021 23:36:18,02-Oct-2021 23:43:32,0,100,433,1,02-Oct-2021 23:43:32,R_3kdO1LDcMND5ymu,anonymous,EN,1,,18,2,"I would listen to the different frequencies of the static noises in order to try and identify some kind of pattern or beat.","I listened to the varying frequencies which could then be identified as speech inflections.",1,1,,1,English,Mandarin,French,100,66,33,2,11,90,16,4,7,7,3,3,6,7,7,7,1,7,3,6,2,2,7,7,4,6,7,7,6,7,2,7,4,4,5,7,6,2,7,6,5,1,1,5,4,6,"Voice",41870,0,47,53,30,33,42,98,1,0.463333333333333,0.526666666666667,0.526666666666667,0.593333333333333,0.989506385978586,1.43333333333333,1.43333333333333,1.53333333333333,1.63333333333333,1.6,1.4,1.5,1.33333333333333,1.43333333333333,1.33333333333333
03-Oct-2021 10:28:49,03-Oct-2021 10:34:11,0,100,321,1,03-Oct-2021 10:34:11,R_3M596b3djKlILSR,anonymous,EN,2,,18,4,"If it had a strong rhythm or musical flavor","the choppiness and breathiness that one would expect from someone who is speaking",1,1,,2,English,,,100,NaN,,NaN,,100,NaN,,5,7,5,3,5,4,5,6,2,5,3,5,4,3,5,7,4,7,3,5,6,5,3,7,7,5,5,5,4,3,7,7,4,2,3,7,1,6,"Piano",41826,0,43,45,30,25,35,77,1,0.363333333333333,0.38,0.38,0.62,0.983134982163539,1.56666666666667,1.56666666666667,1.33333333333333,1.26666666666667,1.16666666666667,1.06666666666667,1.3,1.36666666666667,1.46666666666667,1.53333333333333
